source,target
Elliot_UK - Ideaspace,Lindsay - collective creativity
Elliot_UK - Laying claim on ideas,Julian - toolkit culture
Elliot_UK - Laying claim on ideas,Lindsay - collective creativity
Elliot_UK - Laying claim on ideas,Lindsay - memes 2
Elliot_UK - Laying claim on ideas,Maeda - Isn't it supposed to be new?
Elliot_UK - Laying claim on ideas,Maeda - Aesthetics and Computation group
Elliot_UK - Laying claim on ideas,Aaron - recombination
Elliot_UK - Laying claim on ideas,Joel - first mover
Elliot_UK - Laying claim on ideas,Theo - newness
Golan - useless, whimsical,Aaron - Google Data arts
Golan - useless, whimsical,Kyle_MC - programmers vs artists
Golan - wide open field,JTNimoy - corporate
Golan - wide open field,Regine - making a living
Golan - wide open field,Shantell - Goals
Golan - my mother the abstract painter,Diederick - painting like coding
Golan - my mother the abstract painter,Diederick - programming with feeling
Golan - my mother the abstract painter,Theo - leaving a mark
Golan - my mother the abstract painter,Zach - hide the tech
Golan - yellow tail,Kyle_MC - Eyewriter
Golan - yellow tail,Shantell - Markmaking software
Golan - yellow tail,Shantell - group improvisation
Golan - yellow tail,Theo - funky forest
Golan - yellow tail,Zach - Drawn1
Golan - yellow tail,Zach - drawn2
Golan - playable image,Kyle_CH - Casey Reas Music Visualizations
Golan - playable image,Maeda - playful systems
Golan - playable image,Maeda - reactive square
Golan - playable image,Philip - audiovisual gigs
Golan - playable image,Shantell - Kids
Golan - playable image,Shantell - Live performance,
Golan - playable image,Shantell - drawing with noise
Golan - playable image,Shantell - group improvisation
Golan - playable image,Theo - funky forest
Golan - playable image,Theo - Kids interacting
Golan - playable image,Vera - Playing with a system
Golan - playable image,Zach - Drawn1
Golan - playable image,Zach - drawn2
Golan - playable image,Marcus - Audiovisual glue
Golan - playable image,Marcus - electronic music influence
Golan - ,Casey - beginnings
Golan - ,Zach - working with golan 2
Golan - instruments,Joel - interactivity
Golan - instruments,Maeda - playful systems
Golan - instruments,Shantell - Kids
Golan - instruments,Theo - Kids interacting
Golan - instruments,Vera - Playing with a system
Golan - piano and pencil,,Diederick - programming with feeling
Golan - piano and pencil,,Zach - hide the tech
Golan - observation of users,Vera - Playing with a system
Golan - twitching in a room,Diederick - programming with feeling
Golan - twitching in a room,Shantell - group improvisation
Golan - twitching in a room,Zach - Drawn1
Golan - twitching in a room,Zach - hide the tech
Golan - twitching in a room,Zach - drawn2
Golan - what's an instrument?,JTNimoy - thinking by doing
Golan - what's an instrument?,Shantell - drawing with the computer
Golan - project example,Theo - funky forest
Golan - project example,Theo - magic
Golan - project example,Vera - Playing with a system
Golan - project example,Zach - drawn2
Golan - project example,Zach - Drawn1
Golan - project example,Zach - Time slows down
Golan - Play,Maeda - playful systems
Golan - Play,Shantell - big kid
Golan - Play,Theo - leaving a mark
Golan - Play,Theo - Kids interacting
Golan - Play,Shantell - Kids
Golan - why major in art,Aaron - Google Data arts
Golan - why major in art,JTNimoy - corporate
Golan - why major in art,Shantell - Goals
Golan - why major in art,Regine - making a living
Golan - make a mark,Binx - hackathon
Golan - make a mark,Binx - ar&&code
Golan - make a mark,Diederick - painting like coding
Golan - make a mark,Nervous_Jessica - Can't draw
Golan - make a mark,Shantell - drawing with the computer
Golan - make a mark,Shantell - drawing with computers
Golan - make a mark,Shantell - work with zach
Golan - make a mark,Shantell - Coding: what does it feel like?
Golan - make a mark,Shantell - full circle
Golan - make a mark,Shantell - Coding gesturally
Golan - make a mark,Shantell - circularity
Golan - make a mark,Zach - drawing with Tayoon
Golan - make a mark,Karsten - immediate feedback
Golan - woah,Marcus - emergence
Golan - woah,Marcus - Sims
Golan - woah,Marcus - lego bricks
Golan - woah,Marius - algorithms as a parameter space
Golan - woah,Marius - parameter space
Golan - woah,Vera - Playing with a system
Golan - woah2,Marcus - Sims
Golan - woah2,Marcus - lego bricks
Golan - woah2,Marius - algorithms as a parameter space
Golan - woah2,Vera - Playing with a system
Golan - woah2,Marius - keeping the door open
Golan - woah2,Marius - constraining randomness
Golan - woah2,Greg - human augmentation
Golan - woah2,Marius - parameter space
Golan - woah2,Marcus - emergence
Golan - would be boring,Marius - algorithms as a parameter space
Golan - would be boring,Marius - parameter space
Golan - would be boring,Nervous_Jesse - understanding to control 4
Golan - would be boring,Shiffman - There's an element of surprise
Golan - emotion,Binx - trips
Golan - emotion,Julia - emotional
Golan - listening post,Binx - actually interesting
Golan - listening post,Binx - trips
Golan - listening post,Binx - tools for storytelling
Golan - listening post,Binx - maps
Golan - listening post,Binx - meaningful shape1
Golan - listening post,Binx - making a map
Golan - listening post,Binx - tools for storytelling2
Golan - listening post,Jer - Pattern
Golan - listening post,Julia - human in tech
Golan - listening post,Karsten - database
Golan - listening post,Zach - Time slows down
Golan - listening post,Zach - drawn2
Golan - listening post,Jer - lives being documented through data
Golan - listening post,Jer - Thought it was boring
Golan - listening post,Aaron - data storytelling
Golan - hybridity,Paola - tranny designers
Golan - hybridity2,Binx - there was no degree
Golan - people like myself,Binx - Background
Golan - people like myself,JTNimoy - geek culture
Golan - people like myself,Marius - cross discplines
Golan - people like myself,Marius - I hate the word nerd
Golan - people like myself,Paola - the tribe
Golan - people like myself,Maeda - not a big deal
Golan - finding a community,Binx - Background
Golan - finding a community,Jer - Desire to get together
Golan - finding a community,JTNimoy - geek culture
Golan - finding a community,Julia - community
Golan - finding a community,Lindsay - memes 2
Golan - finding a community,Marcus - community styles
Golan - finding a community,Marcus - new tricks
Golan - finding a community,Marius - cross discplines
Golan - finding a community,Marius - I hate the word nerd
Golan - finding a community,Paola - the tribe
Golan - finding a community,Vera - What I like about this field
Golan - MIT,Casey - beginnings
Golan - MIT,Casey - Programming at 26
Golan - MIT,Maeda - Aesthetics and Computation group
Golan - MIT,Nervous_Jessica - John Maeda
Golan - ACG,Casey - beginnings
Golan - ACG,Casey - Programming at 26
Golan - ACG,Maeda - Aesthetics and Computation group
Golan - ACG,Maeda - not a big deal
Golan - ACG,Maeda - Artist coders coder artists
Golan - ACG,Nervous_Jessica - John Maeda
Golan - people at MIT,Casey - Programming at 26
Golan - people at MIT,Maeda - Aesthetics and Computation group
Golan - people at MIT,Nervous_Jessica - John Maeda
Golan - ACG3,Casey - Programming at 26
Golan - ACG3,Maeda - Aesthetics and Computation group
Golan - ACG3,Nervous_Jessica - John Maeda
Golan - ACG3,Maeda - Artist coders coder artists
Golan - ACG3,Maeda - not a big deal
Golan - Kyle,Binx - skillshare
Golan - Kyle,Binx - learning
Golan - Kyle,Binx - learning with others
Golan - Kyle,Casey - Infrastructures should be open
Golan - Kyle,Casey - group teaching
Golan - Kyle,Chris - ethic of sharing
Golan - Kyle,Diederick - open frameworks
Golan - Kyle,Greg - community
Golan - Kyle,Jer - Making a tool
Golan - Kyle,Jer - Desire to get together
Golan - Kyle,Jer - Thanks
Golan - Kyle,Jer - Post-capitalism
Golan - Kyle,Jer - post-capitalism2
Golan - Kyle,Jer - Toxi: gurus
Golan - Kyle,JTNimoy - open source mensch
Golan - Kyle,JTNimoy - enough cooks
Golan - Kyle,Julia - open source and ego
Golan - Kyle,Julia - can't be solitary
Golan - Kyle,Julia - toward greater generosity
Golan - Kyle,Julia - open source
Golan - Kyle,Julia - need for collaboration
Golan - Kyle,Karsten - becoming insular
Golan - Kyle,Kyle_CH - new generation
Golan - Kyle,Lindsay - memes 2
Golan - Kyle,Maeda - passing the baton
Golan - Kyle,Maeda - Processing community
Golan - Kyle,Marcus - gurus
Golan - Kyle,Marcus - economics question
Golan - Kyle,Paola - generosity
Golan - Kyle,Paola - sharing
Golan - Kyle,Shantell - luck
Golan - Kyle,Shantell - Sharing creates luck
Golan - Kyle,Shiffman - sharing
Golan - Kyle,Shiffman - Open Source Contract
Golan - Kyle,Shiffman - problem solving
Golan - Kyle,Zach - at a festival
Golan - Kyle,Zach - printshop
Golan - Kyle,Zach - decompiling
Golan - Kyle,Zach - emailing the communnity
Golan - Kyle,Kyle_MC - Grab them ASAP
Golan - closed source mistake,Casey - Infrastructures should be open
Golan - closed source mistake,Chris - ethic of sharing
Golan - closed source mistake,Jer - Making a tool
Golan - closed source mistake,Jer - Post-capitalism
Golan - closed source mistake,Jer - post-capitalism2
Golan - closed source mistake,JTNimoy - enough cooks
Golan - closed source mistake,Julia - open source and ego
Golan - closed source mistake,Julia - can't be solitary
Golan - closed source mistake,Julia - open source
Golan - closed source mistake,Julia - need for collaboration
Golan - closed source mistake,Karsten - becoming insular
Golan - closed source mistake,Maeda - Processing community
Golan - closed source mistake,Marcus - economics question
Golan - closed source mistake,Paola - generosity
Golan - closed source mistake,Shiffman - sharing
Golan - closed source mistake,Shiffman - Open Source Contract
Golan - closed source mistake,Zach - printshop
Golan - closed source mistake,Zach - decompiling
Golan - closed source mistake,Zach - Joshua Davis
Golan - closed source mistake,Jer - storage
Golan - pedagogical impulse,Casey - Infrastructures should be open
Golan - pedagogical impulse,Casey - Programming at 26
Golan - pedagogical impulse,Jer - Toxi: gurus
Golan - pedagogical impulse,Maeda - Aesthetics and Computation group
Golan - pedagogical impulse,Nervous_Jessica - John Maeda
Golan - pedagogical impulse,Shiffman - sharing
Golan - pedagogical impulse,Shiffman - Open Source Contract
Golan - pedagogical impulse,Casey - Birth of processing
Golan - limits to sharing,Casey - Infrastructures should be open
Golan - limits to sharing,Chris - ethic of sharing
Golan - limits to sharing,Jer - Making a tool
Golan - limits to sharing,Jer - Post-capitalism
Golan - limits to sharing,Jer - post-capitalism2
Golan - limits to sharing,JTNimoy - enough cooks
Golan - limits to sharing,Julia - open source and ego
Golan - limits to sharing,Julia - can't be solitary
Golan - limits to sharing,Julia - open source
Golan - limits to sharing,Julia - need for collaboration
Golan - limits to sharing,Karsten - processing
Golan - limits to sharing,Karsten - toxiclibs
Golan - limits to sharing,Karsten - becoming insular
Golan - limits to sharing,Maeda - Processing toolkit
Golan - limits to sharing,Maeda - Processing community
Golan - limits to sharing,Marcus - economics question
Golan - limits to sharing,Paola - generosity
Golan - limits to sharing,Philip - if I had Processing in school
Golan - limits to sharing,Shiffman - sharing
Golan - limits to sharing,Shiffman - Open Source Contract
Golan - limits to sharing,Theo - open frameworks
Golan - limits to sharing,Zach - at a festival
Golan - limits to sharing,Zach - printshop
Golan - limits to sharing,Zach - decompiling
Golan - limits to sharing,Zach - emailing the communnity
Golan - keeping you stuff working,JTNimoy - originality
Golan - keeping you stuff working,Karsten - archiving
Golan - keeping you stuff working,Karsten - preserving history
Golan - keeping you stuff working,Karsten - atari emulation
Golan - keeping you stuff working,Kyle_CH - old server farms
Golan - keeping you stuff working,Kyle_CH - erase distinctions
Golan - keeping you stuff working,Paola - Moma games
Golan - keeping you stuff working,Paola - museum collections
Golan - keeping you stuff working,Shiffman - what do you archive?
Golan - administrating versus making,Casey - Birth of processing
Golan - administrating versus making,Jer - Toxi: gurus
Golan - administrating versus making,Maeda - Design by Numbers
Golan - administrating versus making,Paola - tranny designers
