source,target
Binx - hackathon,JTNimoy - 100 artists versus One
Binx - hackathon,JTNimoy - one of us
Binx - hackathon,Kyle_CH - new generation
Binx - hackathon,Shantell - doingwithothers
Binx - hackathon,Zach - hate working alone
Binx - hackathon,Zach - venn diagrams of interest
Binx - hackathon,Diederick - hackathon2
Binx - ar&&code,Golan - hackathon
Binx - ar&&code,Golan - hackathons2
Binx - ar&&code,Jer - makerthons
Binx - ar&&code,JTNimoy - 100 artists versus One
Binx - ar&&code,Kyle_CH - new generation
Binx - ar&&code,Shantell - doingwithothers
Binx - ar&&code,Zach - hate working alone
Binx - ar&&code,Zach - venn diagrams of interest
Binx - ar&&code,Diederick - hackathon2
Binx - women in tech,Jen - right choice 1
Binx - programming is a superpower,Casey - Software is what i love the most
Binx - programming is a superpower,Philip - with programming you can do whatever
Binx - programming is a superpower,Shiffman - mysterious box
Binx - programming is a superpower,Diederick - allprogrammershavethat
Binx - tech fracturing,Casey - Programming at 26
Binx - tech fracturing,Jen - hated computer science
Binx - tech fracturing,Karsten - why don't we learn?
Binx - tech fracturing,Karsten - programming is...
Binx - tech fracturing,Ramsey - traditional engineering
Binx - tech fracturing,Shiffman - Maybe I'd like that
Binx - tech fracturing,Zach - action script
Binx - tech fracturing,Zach - action script shorter
Binx - tech fracturing,Intro - Learning
Binx - skillshare,Bruce - creative agglomeration
Binx - skillshare,Greg - community
Binx - skillshare,Higa - thick wall
Binx - skillshare,Jer - fireflies
Binx - skillshare,Martin - deeper learning
Binx - skillshare,Patricio - Alchemy 3
Binx - learning,Casey - Processing open
Binx - learning,Casey - group teaching
Binx - learning,Golan - Kyle
Binx - learning,Higa - committed to community
Binx - learning,Higa - thick wall
Binx - learning,Higa - sharing accidently 1
Binx - learning,Higa - sharing accidently 2
Binx - learning,Jer - spoken word
Binx - learning,Julia - toward greater generosity 1
Binx - learning,Karsten - Paul Burke
Binx - learning,Karsten - becoming insular
Binx - learning,Kyle_CH - new generation
Binx - learning,Lindsay - memes 2
Binx - learning,Maeda - sharing for collective advancement
Binx - learning,Patricio - Learning through others
Binx - learning,Shiffman - sharing
Binx - learning,Zach - at a festival
Binx - learning,Zach - printshop
Binx - learning,Intro - Sharing
Binx - learning,LIA - helldotcom
Binx - learning with others,Andres - examples of the impossible
Binx - learning with others,Casey - Processing open
Binx - learning with others,Casey - group teaching
Binx - learning with others,Higa - committed to community
Binx - learning with others,Higa - thick wall
Binx - learning with others,Higa - sharing accidently 1
Binx - learning with others,Higa - sharing accidently 2
Binx - learning with others,Jer - spoken word
Binx - learning with others,Julia - toward greater generosity 1
Binx - learning with others,Kyle_CH - new generation
Binx - learning with others,Maeda - sharing for collective advancement
Binx - learning with others,Maeda - Processing community
Binx - learning with others,Patricio - Learning through others
Binx - learning with others,Shiffman - sharing
Binx - learning with others,Zach - at a festival
Binx - learning with others,Zach - printshop
Binx - learning with others,Zach - emailing the communnity
Binx - learning with others,Intro - Collaboration
Binx - learning with others,Intro - Sharing
Binx - learning with others,LIA - helldotcom
Binx - big data,Jen - data crystal ball 3
Binx - big data,Jer - Big Data Security
Binx - big data,Jer - Data ownership
Binx - big data,Lauren - data ownership 1
Binx - field of data vis,Jen - visual communication
Binx - field of data vis,Jen - data viz too serious 2
Binx - field of data vis,Jer - data visualization
Binx - field of data vis,Jer - failure to communicate
Binx - field of data vis,Maeda - people are best communicators
Binx - field of data vis,Martin - flickr flow
Binx - field of data vis,Martin - all the words
Binx - technoutopian,Aaron - exchange of ideas drives progress
Binx - technoutopian,Bruce - Future art
Binx - technoutopian,Greg - AI 1
Binx - technoutopian,Julian - toolkit culture
Binx - technoutopian,Sophy - distributed culture
Binx - changing the world,Fernanda - Policy and data
Binx - changing the world,Jen - self and other
Binx - changing the world,Jen - saving the world
Binx - changing the world,Julia - program or be programmed
Binx - changing the world,Julia - toward greater generosity 1
Binx - changing the world,Karsten - solving complex problems
Binx - changing the world,Karsten - data visualization
Binx - changing the world,Karsten - changing behavior
Binx - changing the world,Lauren - toward greater consciousness
Binx - changing the world,Martin - Statistics
Binx - art and culture,Jer - spoken word
Binx - art and culture,Marcus - scaling up
Binx - art for money,Aaron - Google Data arts
Binx - art for money,Bruce - find the inner wellspring
Binx - art for money,Golan - useless, whimsical
Binx - art for money,Golan - why major in art
Binx - art for money,JTNimoy - corporate
Binx - art for money,Julian - artist and hired hand
Binx - art for money,Regine - making a living
Binx - art for money,Regine - new media ghetto
Binx - art for money,Damion - FrustratedArtists
Binx - hybridity,Bruce - Parametric vs Generative
Binx - hybridity,Fernanda - hybrid community
Binx - hybridity,Golan - hybridity
Binx - hybridity,Golan - hybridity2
Binx - hybridity,Golan - finding a community
Binx - hybridity,Golan - ACG
Binx - hybridity,Greg - community
Binx - hybridity,Higa - thick wall
Binx - hybridity,Maeda - not a big deal
Binx - hybridity,Maeda - Artist coders coder artists
Binx - hybridity,Marius - jumping from medium to medium
Binx - hybridity,Zach - action script shorter
Binx - Background,Bruce - Parametric vs Generative
Binx - Background,Casey - Borrowing from culture
Binx - Background,Casey - Programming at 26
Binx - Background,Golan - hybridity
Binx - Background,Golan - hybridity2
Binx - Background,Golan - people like myself
Binx - Background,Golan - finding a community
Binx - Background,Greg - makematics1
Binx - Background,Jen - MathMajor 1
Binx - Background,Julia - CLOUDS
Binx - Background,Karsten - east german hardware 2
Binx - Background,Kevin - from code to magazines to code
Binx - Background,Kyle_MC - they all wear the same glasses
Binx - Background,Maeda - Artist coders coder artists
Binx - Background,Marcus - skating to coding
Binx - Background,Marius - jumping from medium to medium
Binx - Background,Marius - cross discplines
Binx - Background,Nervous_Jessica - MIT beginning
Binx - Background,Shiffman - Maybe I'd like that
Binx - Background,Theo - learning
Binx - Background,Damion - ShiftingIdeaOfCoding
Binx - Background,Damion - SmallCommunity
Binx - Background,Diederick - MoreADeveloper
Binx - Background,Joel - Amiga500
Binx - there was no degree,Bruce - Parametric vs Generative
Binx - there was no degree,Casey - Birth of processing
Binx - there was no degree,Golan - hybridity
Binx - there was no degree,Golan - hybridity2
Binx - there was no degree,Julia - CLOUDS
Binx - there was no degree,Karsten - why don't we learn?
Binx - there was no degree,Maeda - Artist coders coder artists
Binx - there was no degree,Marius - jumping from medium to medium
Binx - there was no degree,Marius - cross discplines
Binx - there was no degree,Paola - the tribe
Binx - there was no degree,Patricio - Rethinking education systems
Binx - there was no degree,Shiffman - Not a visual thinker
Binx - there was no degree,Shiffman - advanced environment
Binx - there was no degree,Zach - Open Frameworks 3
Binx - geodata,Jer - open paths 2
Binx - geodata,Jer - open paths 3
Binx - geodata,Jer - Research at Open Paths
Binx - geodata,Jer - opportunistic sensors for apple
Binx - tools for storytelling2,Jen - life chapters
Binx - tools for storytelling2,Jer - everyday experience
Binx - tools for storytelling2,Jer - active not interactive
Binx - tools for storytelling2,Kevin - storytelling human to human
Binx - work for hire,Regine - making a living
Binx - brogrammers,Bruce - Geeks with style
Binx - brogrammers,Higa - only meets pure geeks
Binx - brogrammers,JTNimoy - geek culture
Binx - brogrammers,Kyle_MC - they all wear the same glasses
Binx - brogrammers,Marius - I hate the word nerd
Binx - brogrammers,Damion - ShiftingIdeaOfCoding
Binx - Programming is a superpower,Shiffman - mysterious box
Bruce - It's an old thing,Casey - old media
Bruce - It's an old thing,Casey - learning from precursors
Bruce - It's an old thing,Golan - raytraced spheres
Bruce - It's an old thing,Higa - not sharing its a backup
Bruce - It's an old thing,JTNimoy - based on human mind
Bruce - It's an old thing,Karsten - new media
Bruce - It's an old thing,Karsten - atari emulation
Bruce - It's an old thing,Maeda - do not resuscitate
Bruce - It's an old thing,Maeda - New media
Bruce - It's an old thing,Maeda - old and new
Bruce - It's an old thing,Shiffman - what do you archive?
Bruce - It's an old thing,Theo - eyebeam R&D
Bruce - creative agglomeration,Aaron - networked creativity
Bruce - creative agglomeration,Aaron - collaboration
Bruce - creative agglomeration,Binx - skillshare
Bruce - creative agglomeration,Greg - community
Bruce - creative agglomeration,Higa - sharing accidently 1
Bruce - creative agglomeration,Higa - sharing accidently 2
Bruce - creative agglomeration,Jer - fireflies
Bruce - creative agglomeration,JTNimoy - 100 artists versus One
Bruce - creative agglomeration,JTNimoy - one of us
Bruce - creative agglomeration,Julian - mixing code
Bruce - creative agglomeration,Kevin - Networked intelligence
Bruce - creative agglomeration,Kevin - Getting smarter together
Bruce - creative agglomeration,Kyle_CH - new generation
Bruce - creative agglomeration,Lindsay - memes 2
Bruce - creative agglomeration,Paola - code ant farm
Bruce - creative agglomeration,Chris - RemoteCollaboration
Bruce - creative agglomeration,Intro - Collaboration
Bruce - creative agglomeration,LIA - NeedTheInternet
Bruce - All of a sudden...,Golan - finding a community
Bruce - All of a sudden...,Higa - only meets pure geeks
Bruce - All of a sudden...,Jer - Desire to get together
Bruce - All of a sudden...,Julia - community
Bruce - All of a sudden...,Kyle_CH - new generation
Bruce - All of a sudden...,Lindsay - memes 2
Bruce - All of a sudden...,Marcus - community styles
Bruce - All of a sudden...,Marcus - new tricks
Bruce - All of a sudden...,Marius - cross discplines
Bruce - All of a sudden...,Vera - What I like about this field
Bruce - All of a sudden...,Zach - nerd art center
Bruce - All of a sudden...,Damion - SmallCommunity
Bruce - All of a sudden...,LIA - helldotcom
Bruce - Tidepools,Golan - finding a community
Bruce - Tidepools,Higa - only meets pure geeks
Bruce - Tidepools,Jer - Desire to get together
Bruce - Tidepools,Julia - community
Bruce - Tidepools,Lindsay - memes 2
Bruce - Tidepools,Marcus - skating to coding
Bruce - Tidepools,Marcus - community styles
Bruce - Tidepools,Marcus - new tricks
Bruce - Tidepools,Vera - What I like about this field
Bruce - Tidepools,Zach - nerd art center
Bruce - Tidepools,Damion - SmallCommunity
Bruce - Tidepools,LIA - helldotcom
Bruce - Geeks with style,Binx - brogrammers
Bruce - Geeks with style,Golan - people like myself
Bruce - Geeks with style,Golan - finding a community
Bruce - Geeks with style,Higa - only meets pure geeks
Bruce - Geeks with style,JTNimoy - geek culture
Bruce - Geeks with style,Kyle_MC - they all wear the same glasses
Bruce - Geeks with style,Marius - I hate the word nerd
Bruce - Geeks with style,Zach - nerd art center
Bruce - Geeks with style,Damion - ShiftingIdeaOfCoding
Bruce - Wikipedia and Github,Aaron - networked creativity
Bruce - Wikipedia and Github,Aaron - collaboration
Bruce - Wikipedia and Github,Fernanda - History flow 1
Bruce - Wikipedia and Github,Fernanda - History flow 3
Bruce - Wikipedia and Github,Fernanda - History flow 4
Bruce - Wikipedia and Github,Higa - sharing accidently 1
Bruce - Wikipedia and Github,Higa - sharing accidently 2
Bruce - Wikipedia and Github,Julian - mixing code
Bruce - Wikipedia and Github,Kevin - Networked intelligence
Bruce - Wikipedia and Github,Kevin - Getting smarter together
Bruce - Github Tarball,Aaron - networked creativity
Bruce - Github Tarball,Aaron - collaboration
Bruce - Github Tarball,Fernanda - History flow 1
Bruce - Github Tarball,Fernanda - History flow 3
Bruce - Github Tarball,Fernanda - History flow 4
Bruce - Github Tarball,Golan - hackathons2
